last_changed,state
1739929153637,3382.4
1739930425136,3382.5
1739931648769,3382.6
1739932900200,3382.7
1739934503938,3382.8
1739937438505,3382.9
1739939692686,3383.0
1739941246071,3383.1
1739944085792,3383.2
1739946690919,3383.3
1739948235512,3383.4
1739950926082,3383.5
1739953778342,3383.6
1739955283530,3383.7
1739957849675,3383.8
1739960465272,3383.9
1739961634158,3384.0
1739961750259,3384.1
1739961824255,3384.2
1739961988777,3384.3
1739962065743,3384.4
1739962205392,3384.5
1739962398554,3384.6
1739964500600,3384.7
1739967036505,3384.8
1739969555632,3384.9
1739970989785,3385.0
1739972474794,3385.1
1739973997863,3385.2
1739975532913,3385.3
1739976912967,3385.4
1739977957002,3385.5
1739979196187,3385.6
1739981517190,3385.7
1739983076233,3385.8
1739984321299,3385.9
1739985270743,3386.0
1739986314445,3386.1
1739987746574,3386.2
1739989215039,3386.3
1739990632697,3386.4
1739991784823,3386.5
1739992707918,3386.6
1739993787806,3386.7
1739995298995,3386.8
1739996814555,3386.9
1739998296012,3387.0
1739999249022,3387.1
1740000232286,3387.2
1740001536525,3387.3
1740002999794,3387.4
1740004454528,3387.5
1740005772339,3387.6
1740006744404,3387.7
1740008460476,3387.8
1740011009591,3387.9
1740012896820,3388.0
1740013906770,3388.1
1740015169552,3388.2
1740017114901,3388.3
1740018798973,3388.4
1740020019023,3388.5
1740020992075,3388.6
1740022247200,3388.7
1740023771288,3388.8
1740025675298,3388.9
1740027812412,3389.0
1740030335612,3389.1
1740033768693,3389.2
1740035441815,3389.3
1740038477916,3389.4
1740041484118,3389.5
1740043163137,3389.6
1740046579298,3389.7
1740049250425,3389.8
1740051296533,3389.9
1740052461670,3390.0
1740052585390,3390.1
1740052703174,3390.2
1740052819869,3390.3
1740052940643,3390.4
1740053063012,3390.5
1740053179651,3390.6
1740054643693,3390.7
1740055991852,3390.8
1740057012822,3390.9
1740058044855,3391.0
1740059592116,3391.1
1740061107133,3391.2
1740062597202,3391.3
1740063621260,3391.4
1740064648298,3391.5
1740066128370,3391.6
1740067699456,3391.7
1740069846550,3391.8
1740071348189,3391.9
1740072939703,3392.0
1740074304729,3392.1
1740075817790,3392.2
1740077142011,3392.3
1740078167583,3392.4
1740079529344,3392.5
1740080997467,3392.6
1740082499536,3392.7
1740083758831,3392.8
1740086577768,3392.9
1740092023400,3393.0
1740097408660,3393.1
1740098392691,3393.2
1740099378772,3393.3
1740100360774,3393.4
1740101357832,3393.5
1740107357120,3393.6
1740111752268,3393.7
1740113884446,3393.8
1740115367484,3393.9
1740117217521,3394.0
1740119931659,3394.1
1740121971750,3394.2
1740123479812,3394.3
1740125939891,3394.4
1740128871380,3394.5
1740130285441,3394.6
1740132345456,3394.7
1740135149920,3394.8
1740137253300,3394.9
1740138989265,3395.0
1740141614423,3395.1
1740144066170,3395.2
1740145243607,3395.3
1740146162827,3395.4
1740147165129,3395.5
1740150302915,3395.6
1740153171967,3395.7
1740154133058,3395.8
1740155245425,3395.9
1740157010107,3396.0
1740159209221,3396.1
1740161067244,3396.2
1740162037342,3396.3
1740162993382,3396.4
1740163971365,3396.5
1740164971428,3396.6
1740165991461,3396.7
1740167016506,3396.8
1740168031566,3396.9
1740169026613,3397.0
1740170461684,3397.1
1740177522028,3397.2
1740180352161,3397.3
1740183382302,3397.4
1740187818518,3397.5
1740189179359,3397.6
1740190110631,3397.7
1740191435690,3397.8
1740192775759,3397.9
1740194370829,3398.0
1740196350921,3398.1
1740199056064,3398.2
1740201358168,3398.3
1740202818239,3398.4
1740204329311,3398.5
1740205309359,3398.6
1740206234404,3398.7
1740207159443,3398.8
1740208194493,3398.9
1740209489561,3399.0
1740210759622,3399.1
1740212689713,3399.2
1740214505797,3399.3
1740216065872,3399.4
1740217665954,3399.5
1740219977066,3399.6
1740222828199,3399.7
1740224983296,3399.8
1740226553374,3399.9
1740227974450,3400.0
1740230094551,3400.1
1740233553715,3400.2
1740234478762,3400.3
1740234598769,3400.4
1740234718771,3400.5
1740234833777,3400.6
1740234953784,3400.7
1740235073787,3400.8
1740239153978,3400.9
1740241874131,3401.0
1740247350376,3401.1
1740250100501,3401.2
1740252260613,3401.3
1740252580635,3401.4
1740252690643,3401.5
1740253615675,3401.6
1740254580726,3401.7
1740255300756,3401.8
1740256280802,3401.9
1740257250853,3402.0
1740258262902,3402.1
1740259342952,3402.2
1740260383071,3402.3
1740261443054,3402.4
1740262413104,3402.5
1740263483158,3402.6
1740264578203,3402.7
1740265713253,3402.8
1740266828313,3402.9
1740267898366,3403.0
1740268878420,3403.1
1740269978471,3403.2
1740271097524,3403.3
1740272198574,3403.4
1740273308624,3403.5
1740274413677,3403.6
1740275528730,3403.7
1740276663786,3403.8
1740277828845,3403.9
1740279208907,3404.0
1740280738983,3404.1
1740282299062,3404.2
1740283439115,3404.3
1740284329158,3404.4
1740284439163,3404.5
1740284544167,3404.6
1740284654248,3404.7
1740284914189,3404.8
1740286399259,3404.9
1740287979336,3405.0
1740289589400,3405.1
1740291224487,3405.2
1740292879564,3405.3
1740295664695,3405.4
1740298361824,3405.5
1740299866903,3405.6
1740301451976,3405.7
1740303077058,3405.8
1740304747134,3405.9
1740306817230,3406.0
1740309567367,3406.1
1740312031486,3406.2
1740312146491,3406.3
1740312261501,3406.4
1740312376499,3406.5
1740312671519,3406.6
1740313456549,3406.7
1740313871567,3406.8
1740314951616,3406.9
1740316051672,3407.0
1740317161725,3407.1
1740318326781,3407.2
1740319511841,3407.3
1740321081919,3407.4
1740322586984,3407.5
1740324111061,3407.6
1740325551127,3407.7
1740326616197,3407.8
1740327696230,3407.9
1740328796284,3408.0
1740329875346,3408.1
1740330795399,3408.2
1740331825441,3408.3
1740332840495,3408.4
1740333915537,3408.5
1740334985585,3408.6
1740336070646,3408.7
1740337155699,3408.8
1740338265750,3408.9
1740339370805,3409.0
1740340460851,3409.1
1740341555905,3409.2
1740342680955,3409.3
1740344296040,3409.4
1740345926113,3409.5
1740346892158,3409.6
1740348253226,3409.7
1740349710297,3409.8
1740351275373,3409.9
1740352850454,3410.0
1740354420525,3410.1
1740356030602,3410.2
1740357588676,3410.3
1740358853741,3410.4
1740360023799,3410.5
1740361408871,3410.6
1740362693935,3410.7
1740363678981,3410.8
1740364689025,3410.9
1740365699073,3411.0
1740366694119,3411.1
1740367899176,3411.2
1740369519255,3411.3
1740371149336,3411.4
1740372799412,3411.5
1740374444491,3411.6
1740376774608,3411.7
1740379629746,3411.8
1740381634834,3411.9
1740383214914,3412.0
1740384819995,3412.1
1740386450083,3412.2
1740388110153,3412.3
1740389905238,3412.4
1740392600363,3412.5
1740395355496,3412.6
1740396901575,3412.7
1740398442643,3412.8
1740400057722,3412.9
1740401699704,3413.0
1740403598794,3413.1
1740405979919,3413.2
1740407565988,3413.3
1740409116061,3413.4
1740410549063,3413.5
1740411887127,3413.6
1740413318189,3413.7
1740414769259,3413.8
1740416230337,3413.9
1740417951418,3414.0
1740419341511,3414.1
1740420742423,3414.2
1740422182619,3414.3
1740423362675,3414.4
1740424782743,3414.5
1740425712787,3414.6
1740427083850,3414.7
1740428418968,3414.8
1740429010949,3414.9
1740429931992,3415.0
1740430907043,3415.1
1740432202102,3415.2
1740433722174,3415.3
1740435410259,3415.4
1740437335351,3415.5
1740443665657,3415.6
1740444325688,3415.7
1740445190728,3415.8
1740446145771,3415.9
1740447625849,3416.0
1740449075918,3416.1
1740451437028,3416.2
1740452930098,3416.3
1740454491175,3416.4
1740456403263,3416.5
1740458352362,3416.6
1740459707466,3416.7
1740461987543,3416.8
1740464807673,3416.9
1740466362747,3417.0
1740468257908,3417.1
1740471017969,3417.2
1740473203079,3417.3
1740474673146,3417.4
1740477363275,3417.5
1740480118399,3417.6
1740481613468,3417.7
1740483793576,3417.8
1740486178691,3417.9
1740486678716,3418.0
1740486793722,3418.1
1740486908726,3418.2
1740487023731,3418.3
1740487143738,3418.4
1740487808777,3418.5
1740489144831,3418.6
1740490251775,3418.7
1740491743836,3418.8
1740493497165,3418.9
1740494747226,3419.0
1740495997291,3419.1
1740496342477,3419.1
1740496942629,3419.1
1740497007342,3419.2
1740497477365,3419.2
1740497647381,3419.2
1740497752388,3419.2
1740498042405,3419.2
1740498207391,3419.3
1740498272402,3419.3
1740498842448,3419.3
1740499157448,3419.3
1740499697484,3419.4
1740501234538,3419.5
1740502669611,3419.6
1740503544648,3419.7
1740504569698,3419.8
1740504919738,3419.8
1740505204741,3419.8
1740505364756,3419.8
1740505589751,3419.8
1740505594749,3419.9
1740505929778,3419.9
1740506554812,3419.9
1740507024822,3420.0
1740508504896,3420.1
1740509334946,3420.1
1740509944957,3420.2
1740511015002,3420.3
1740511960054,3420.4
1740512875100,3420.5
1740514095158,3420.6
1740515340216,3420.7
1740516625272,3420.8
1740518402364,3420.9
1740523538611,3421.0
1740526443752,3421.1
1740526558760,3421.2
1740526678771,3421.3
1740526798770,3421.4
1740526918778,3421.5
1740527033810,3421.6
1740527153792,3421.7
1740527463804,3421.8
1740528268844,3421.9
1740529608908,3422.0
1740531048987,3422.1
1740532494042,3422.2
1740533959111,3422.3
1740535879204,3422.4
1740539201361,3422.5
1740540720434,3422.6
1740541985494,3422.7
1740542616528,3422.8
1740544217601,3422.9
1740546608722,3423.0
1740549418854,3423.1
1740551318944,3423.2
1740552884020,3423.3
1740554729112,3423.4
1740557594253,3423.5
1740560224372,3423.6
1740561739442,3423.7
1740563310515,3423.8
1740566051651,3423.9
1740568878796,3424.0
1740569842844,3424.1
1740569957849,3424.2
1740570072855,3424.3
1740570187874,3424.4
1740570752890,3424.5
1740572277947,3424.6
1740574449051,3424.7
1740574657073,3424.7
1740575872141,3424.7
1740576196152,3424.7
1740576316141,3424.8
1740576466182,3424.8
1740576821178,3424.8
1740577231186,3424.9
1740577391543,3424.9
1740578476241,3425.0
1740579766306,3425.1
1740580701351,3425.2
1740581651406,3425.3
1740582281432,3425.4
1740583305493,3425.4
1740583505493,3425.5
1740584205524,3425.6
1740586756654,3425.7
1740587597171,3425.8
1740589043071,3425.8
1740589118056,3425.9
1740590008101,3426.0
1740590989149,3426.1
1740592004207,3426.2
1740593059263,3426.3
1740594179305,3426.4
1740596300401,3426.5
1740598265498,3426.6
1740600716643,3426.7
1740601167742,3426.7
1740602423715,3426.8
1740603848773,3426.9
1740605294839,3427.0
1740609177025,3427.1
1740610207075,3427.2
1740611097121,3427.3
1740611157373,3427.3
1740611422134,3427.4
1740612202184,3427.4
1740612627240,3427.4
1740612922207,3427.5
1740613002208,3427.5
1740613461235,3427.6
1740615402324,3427.7
1740617473425,3427.8
1740618868489,3427.9
1740620798585,3428.0
1740623434708,3428.1
1740625719848,3428.2
1740627277893,3428.3
1740629754012,3428.4
1740632094129,3428.5
1740634239227,3428.6
1740635710295,3428.7
1740638082403,3428.8
1740640853543,3428.9
1740642903644,3429.0
1740644365715,3429.1
1740646904833,3429.2
1740649675964,3429.3
1740651622063,3429.4
1740652636108,3429.5
1740652751115,3429.6
1740652861120,3429.7
1740652981123,3429.8
1740653096131,3429.9
1740653211132,3430.0
1740654851212,3430.1
1740658034367,3430.2
1740659798447,3430.3
1740660948503,3430.4
1740662753592,3430.5
1740665637730,3430.6
1740667877838,3430.7
1740669407911,3430.8
1740671969030,3430.9
1740673260095,3431.0
1740674760170,3431.1
1740676645258,3431.2
1740679271382,3431.3
1740680317436,3431.4
1740681396486,3431.5
1740682471541,3431.6
1740683566749,3431.7
1740684657642,3431.8
1740685772699,3431.9
1740686856756,3432.0
1740687936801,3432.1
1740689041858,3432.2
1740690166909,3432.3
1740691272957,3432.4
1740692408020,3432.5
1740693073047,3432.6
1740694064095,3432.7
1740695019141,3432.8
1740696070199,3432.9
1740697261250,3433.0
1740698596314,3433.1
1740701130432,3433.2
1740702600507,3433.3
1740703655557,3433.4
1740704595610,3433.5
1740705575657,3433.6
1740706680707,3433.7
1740707720752,3433.8
1740708805811,3433.9
1740709879855,3434.0
1740710934911,3434.1
1740712004960,3434.2
1740713110015,3434.3
1740715260119,3434.4
1740718160261,3434.5
1740719785335,3434.6
1740721290407,3434.7
1740722846483,3434.8
1740724446560,3434.9
1740726791682,3435.0
1740729581814,3435.1
1740731741918,3435.2
1740733301992,3435.3
1740734907064,3435.4
1740736597144,3435.5
1740739362279,3435.6
1740742182413,3435.7
1740743932497,3435.8
1740745522574,3435.9
1740747142651,3436.0
1740748882741,3436.1
1740749017742,3436.2
1740749157748,3436.3
1740749293761,3436.4
1740749423760,3436.5
1740749558771,3436.6
1740749688792,3436.7
1740749823783,3436.8
1740750138799,3436.9
1740751013842,3437.0
1740754310002,3437.1
1740755525059,3437.2
1740756595108,3437.3
1740757695161,3437.4
1740758875228,3437.5
1740762335381,3437.6
1740764090485,3437.6
1740764635497,3437.7
1740765955558,3437.8
1740767004609,3437.9
1740768019661,3438.0
1740769050708,3438.1
1740770075770,3438.2
1740771125812,3438.3
1740772160861,3438.4
1740776956759,3438.8
1740780562739,3439.1
1740781167756,3439.2
1740782142807,3439.3
1740784449920,3439.4
1740785489972,3439.5
1740786705027,3439.6
1740788180105,3439.7
1740789495161,3439.8
1740790790226,3439.9
1740792001280,3440.0
1740793206341,3440.1
1740793626361,3440.2
1740794266401,3440.3
1740795262442,3440.4
1740796267499,3440.5
1740797267538,3440.6
1740798282588,3440.7
1740799382639,3440.8
1740800787710,3440.9
1740802167772,3441.0
1740803542841,3441.1
1740804862903,3441.2
1740805847950,3441.3
1740806768056,3441.4
1740807678040,3441.5
1740808643086,3441.6
1740809628133,3441.7
1740810598181,3441.8
1740811804239,3441.9
1740812934289,3442.0
1740815649423,3442.1
1740817239499,3442.2
1740818794573,3442.3
1740820374649,3442.4
1740821979740,3442.5
1740824659856,3442.6
1740827469992,3442.7
1740829365087,3442.8
1740830930161,3442.9
1740832531233,3443.0
1740834486328,3443.1
1740837286465,3443.2
1740839031548,3443.3
1740840081602,3443.4
1740840196604,3443.5
1740840306614,3443.6
1740840421620,3443.7
1740840531619,3443.8
1740840646626,3443.9
1740840761631,3444.0
1740840871637,3444.1
1740840986643,3444.2
1740841486668,3444.3
1740842554720,3444.4
1740843644789,3444.5
1740844739827,3444.6
1740845864883,3444.7
1740847799973,3444.8
1740849885077,3444.9
1740851755160,3445.0
1740853190228,3445.1
1740854660301,3445.2
1740857215424,3445.3
1740862255678,3445.4
1740867730933,3445.5
1740871021098,3445.6
1740871791134,3445.7
1740871911140,3445.8
1740872031147,3445.9
1740873066192,3446.0
1740874536266,3446.1
1740876011339,3446.2
1740877466405,3446.3
1740878926475,3446.4
1740880091534,3446.5
1740881101582,3446.6
1740882101633,3446.7
1740882992679,3446.8
1740883972721,3446.9
1740884883768,3447.0
1740885758807,3447.1
1740886643849,3447.2
1740887643899,3447.3
1740888643960,3447.4
1740889644011,3447.5
1740890689061,3447.6
1740892304143,3447.7
1740893919224,3447.8
1740895550296,3447.9
1740897175374,3448.0
1740898785733,3448.1
1740900457535,3448.2
1740903232671,3448.3
1740905962798,3448.4
1740907468875,3448.5
1740909010946,3448.6
1740910596023,3448.7
1740912196106,3448.8
1740913826182,3448.9
1740916366299,3449.0
1740919111433,3449.1
1740921066528,3449.2
1740922641609,3449.3
1740924241681,3449.4
1740925871760,3449.5
1740927501842,3449.6
1740928326879,3449.7
1740928451887,3449.8
1740928576891,3449.9
1740928696898,3450.0
1740928821904,3450.1
1740928946910,3450.2
1740929076918,3450.3
1740929201923,3450.4
1740932202068,3450.5
1740933662138,3450.6
1740934767191,3450.7
1740935842241,3450.8
1740936957293,3450.9
1740938082348,3451.0
1740939152402,3451.1
1740940262457,3451.2
1740941312517,3451.3
1740942262554,3451.4
1740943227602,3451.5
1740944267650,3451.6
1740945302728,3451.7
1740946342751,3451.8
1740947387803,3451.9
1740954837164,3452.0
1740956409241,3452.1
1740957822314,3452.2
1740958867362,3452.3
1740959892412,3452.4
1740960887460,3452.5
1740961857507,3452.6
1740962882556,3452.7
1740963922608,3452.8
1740964967658,3452.9
1740966272725,3453.0
1740967857794,3453.1
1740969472875,3453.2
1740971133071,3453.3
1740972763036,3453.4
1740974383113,3453.5
1740975948197,3453.6
1740978293304,3453.7
1740980891426,3453.8
1740983061534,3453.9
1740984541604,3454.0
1740986041677,3454.1
1740987631758,3454.2
1740989276835,3454.3
1740992016965,3454.4
1740994774096,3454.5
1740996745192,3454.6
1740998295272,3454.7
1740999896011,3454.8
1741001570432,3454.9
1741004327563,3455.0
1741004842582,3455.1
1741004962590,3455.2
1741005082596,3455.3
1741005197599,3455.4
1741005682622,3455.5
1741007773721,3455.6
1741009143787,3455.7
1741010703865,3455.8
1741012174934,3455.9
1741012748964,3456.0
1741014393042,3456.1
1741015809114,3456.2
1741016969164,3456.3
1741018478238,3456.4
1741019753299,3456.5
1741020993359,3456.6
1741022248420,3456.7
1741023693492,3456.8
1741025202565,3456.9
1741026547626,3457.0
1741027207660,3457.1
1741028252714,3457.2
1741029312763,3457.3
1741030367815,3457.4
1741031432866,3457.5
1741032687930,3457.6
1741034127997,3457.7
1741035568069,3457.8
1741037023137,3457.9
1741038393203,3458.0
1741039378918,3458.1
1741040668319,3458.2
1741042243391,3458.3
1741043128433,3458.4
1741044053479,3458.5
1741045053525,3458.6
1741046078584,3458.7
1741047273637,3458.8
1741049918764,3458.9
1741051964858,3459.0
1741052979904,3459.1
1741053764956,3459.2
1741054589983,3459.3
1741055455026,3459.4
1741056324071,3459.5
1741057354115,3459.6
1741058934192,3459.7
1741061221309,3459.8
1741063993438,3459.9
1741066418562,3460.0
1741067918629,3460.1
1741069498706,3460.2
1741071136786,3460.3
1741073332890,3460.4
1741076119021,3460.5
1741078794152,3460.6
1741080309227,3460.7
1741081874301,3460.8
1741083509377,3460.9
1741085979492,3461.0
1741088645622,3461.1
1741091145741,3461.2
1741092670815,3461.3
1741094285893,3461.4
1741094720913,3461.5
1741094910922,3461.6
1741095025928,3461.7
1741095145933,3461.8
1741095265960,3461.9
1741095380948,3462.0
1741095500950,3462.1
1741095615964,3462.2
1741095735962,3462.3
1741095855967,3462.4
1741098085071,3462.5
1741099632146,3462.6
